2022-07-09 17:24:14,180 INFO    MainThread:412 [wandb_setup.py:_flush():76] Configure stats pid to 412
2022-07-09 17:24:14,181 INFO    MainThread:412 [wandb_setup.py:_flush():76] Loading settings from /root/.config/wandb/settings
2022-07-09 17:24:14,181 INFO    MainThread:412 [wandb_setup.py:_flush():76] Loading settings from /workspace/w251/wandb/settings
2022-07-09 17:24:14,181 INFO    MainThread:412 [wandb_setup.py:_flush():76] Loading settings from environment variables: {}
2022-07-09 17:24:14,181 INFO    MainThread:412 [wandb_setup.py:_flush():76] Inferring run settings from compute environment: {'program': '<python with no main file>'}
2022-07-09 17:24:14,181 INFO    MainThread:412 [wandb_setup.py:_flush():76] Applying login settings: {'api_key': '***REDACTED***'}
2022-07-09 17:24:14,181 INFO    MainThread:412 [wandb_init.py:_log_setup():461] Logging user logs to /workspace/w251/wandb/run-20220709_172414-1jbpwpko/logs/debug.log
2022-07-09 17:24:14,181 INFO    MainThread:412 [wandb_init.py:_log_setup():462] Logging internal logs to /workspace/w251/wandb/run-20220709_172414-1jbpwpko/logs/debug-internal.log
2022-07-09 17:24:14,181 INFO    MainThread:412 [wandb_init.py:_jupyter_setup():411] configuring jupyter hooks <wandb.sdk.wandb_init._WandbInit object at 0x7f3e7c61aa00>
2022-07-09 17:24:14,181 INFO    MainThread:412 [wandb_init.py:init():495] calling init triggers
2022-07-09 17:24:14,181 INFO    MainThread:412 [wandb_init.py:init():498] wandb.init called with sweep_config: {}
config: {}
2022-07-09 17:24:14,181 INFO    MainThread:412 [wandb_init.py:init():548] starting backend
2022-07-09 17:24:14,181 INFO    MainThread:412 [backend.py:_multiprocessing_setup():97] multiprocessing start_methods=fork,spawn,forkserver, using: spawn
2022-07-09 17:24:14,190 INFO    MainThread:412 [backend.py:ensure_launched():217] starting backend process...
2022-07-09 17:24:14,195 INFO    MainThread:412 [backend.py:ensure_launched():222] started backend process with pid: 456
2022-07-09 17:24:14,196 INFO    MainThread:412 [wandb_init.py:init():558] backend started and connected
2022-07-09 17:24:14,202 INFO    MainThread:412 [wandb_run.py:_label_probe_notebook():1084] probe notebook
2022-07-09 17:24:14,202 INFO    MainThread:412 [wandb_init.py:init():634] updated telemetry
2022-07-09 17:24:14,203 INFO    MainThread:412 [wandb_init.py:init():665] communicating run to backend with 30 second timeout
2022-07-09 17:24:15,044 INFO    MainThread:412 [wandb_run.py:_on_init():1919] communicating current version
2022-07-09 17:24:15,068 INFO    MainThread:412 [wandb_run.py:_on_init():1923] got version response 
2022-07-09 17:24:15,068 INFO    MainThread:412 [wandb_init.py:init():700] starting run threads in backend
2022-07-09 17:24:15,563 INFO    MainThread:412 [wandb_run.py:_console_start():1893] atexit reg
2022-07-09 17:24:15,564 INFO    MainThread:412 [wandb_run.py:_redirect():1766] redirect: SettingsConsole.WRAP
2022-07-09 17:24:15,564 INFO    MainThread:412 [wandb_run.py:_redirect():1803] Wrapping output streams.
2022-07-09 17:24:15,564 INFO    MainThread:412 [wandb_run.py:_redirect():1827] Redirects installed.
2022-07-09 17:24:15,565 INFO    MainThread:412 [wandb_init.py:init():732] run started, returning control to user process
2022-07-09 17:24:15,567 INFO    MainThread:412 [wandb_init.py:_pause_backend():374] pausing backend
2022-07-09 17:24:15,567 INFO    MainThread:412 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-07-09 17:24:15,570 INFO    MainThread:412 [wandb_init.py:_resume_backend():383] resuming backend
2022-07-09 17:24:15,572 INFO    MainThread:412 [wandb_init.py:_pause_backend():374] pausing backend
2022-07-09 17:24:15,573 INFO    MainThread:412 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-07-09 17:24:15,575 INFO    MainThread:412 [wandb_init.py:_resume_backend():383] resuming backend
2022-07-09 17:24:15,628 INFO    MainThread:412 [wandb_init.py:_pause_backend():374] pausing backend
2022-07-09 17:24:15,628 INFO    MainThread:412 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-07-09 17:24:15,631 INFO    MainThread:412 [wandb_init.py:_resume_backend():383] resuming backend
2022-07-09 17:24:15,633 INFO    MainThread:412 [wandb_init.py:_pause_backend():374] pausing backend
2022-07-09 17:24:15,633 INFO    MainThread:412 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-07-09 17:24:15,636 INFO    MainThread:412 [wandb_init.py:_resume_backend():383] resuming backend
2022-07-09 17:24:15,637 INFO    MainThread:412 [wandb_init.py:_pause_backend():374] pausing backend
2022-07-09 17:24:15,638 INFO    MainThread:412 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-07-09 17:24:15,640 INFO    MainThread:412 [wandb_init.py:_resume_backend():383] resuming backend
2022-07-09 17:24:15,646 INFO    MainThread:412 [wandb_init.py:_pause_backend():374] pausing backend
2022-07-09 17:24:15,646 INFO    MainThread:412 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-07-09 17:24:15,650 INFO    MainThread:412 [wandb_init.py:_resume_backend():383] resuming backend
2022-07-09 17:24:15,651 INFO    MainThread:412 [wandb_init.py:_pause_backend():374] pausing backend
2022-07-09 17:24:15,651 INFO    MainThread:412 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-07-09 17:24:15,654 INFO    MainThread:412 [wandb_init.py:_resume_backend():383] resuming backend
2022-07-09 17:24:15,656 INFO    MainThread:412 [wandb_init.py:_pause_backend():374] pausing backend
2022-07-09 17:24:15,656 INFO    MainThread:412 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-07-09 17:24:15,659 INFO    MainThread:412 [wandb_init.py:_resume_backend():383] resuming backend
2022-07-09 17:24:15,663 INFO    MainThread:412 [wandb_init.py:_pause_backend():374] pausing backend
2022-07-09 17:24:15,663 INFO    MainThread:412 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-07-09 17:24:15,666 INFO    MainThread:412 [wandb_init.py:_resume_backend():383] resuming backend
2022-07-09 17:24:15,668 INFO    MainThread:412 [wandb_init.py:_pause_backend():374] pausing backend
2022-07-09 17:24:15,668 INFO    MainThread:412 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-07-09 17:24:15,675 INFO    MainThread:412 [wandb_init.py:_resume_backend():383] resuming backend
2022-07-09 17:24:15,677 INFO    MainThread:412 [wandb_init.py:_pause_backend():374] pausing backend
2022-07-09 17:24:15,677 INFO    MainThread:412 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-07-09 17:24:15,684 INFO    MainThread:412 [wandb_init.py:_resume_backend():383] resuming backend
2022-07-09 17:24:15,685 INFO    MainThread:412 [wandb_init.py:_pause_backend():374] pausing backend
2022-07-09 17:24:15,685 INFO    MainThread:412 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-07-09 17:24:15,689 INFO    MainThread:412 [wandb_init.py:_resume_backend():383] resuming backend
2022-07-09 17:24:15,691 INFO    MainThread:412 [wandb_init.py:_pause_backend():374] pausing backend
2022-07-09 17:24:15,692 INFO    MainThread:412 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-07-09 17:24:15,696 INFO    MainThread:412 [wandb_init.py:_resume_backend():383] resuming backend
2022-07-09 17:24:15,697 INFO    MainThread:412 [wandb_init.py:_pause_backend():374] pausing backend
2022-07-09 17:24:15,697 INFO    MainThread:412 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-07-09 17:24:15,701 INFO    MainThread:412 [wandb_init.py:_resume_backend():383] resuming backend
2022-07-09 17:24:15,703 INFO    MainThread:412 [wandb_init.py:_pause_backend():374] pausing backend
2022-07-09 17:24:15,703 INFO    MainThread:412 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-07-09 17:24:15,706 INFO    MainThread:412 [wandb_init.py:_resume_backend():383] resuming backend
2022-07-09 17:24:15,707 INFO    MainThread:412 [wandb_init.py:_pause_backend():374] pausing backend
2022-07-09 17:24:15,707 INFO    MainThread:412 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-07-09 17:24:15,711 INFO    MainThread:412 [wandb_init.py:_resume_backend():383] resuming backend
2022-07-09 17:24:15,712 INFO    MainThread:412 [wandb_init.py:_pause_backend():374] pausing backend
2022-07-09 17:24:15,713 INFO    MainThread:412 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-07-09 17:24:15,716 INFO    MainThread:412 [wandb_init.py:_resume_backend():383] resuming backend
2022-07-09 17:24:15,717 INFO    MainThread:412 [wandb_init.py:_pause_backend():374] pausing backend
2022-07-09 17:24:15,717 INFO    MainThread:412 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-07-09 17:24:15,720 INFO    MainThread:412 [wandb_init.py:_resume_backend():383] resuming backend
2022-07-09 17:24:15,724 INFO    MainThread:412 [wandb_init.py:_pause_backend():374] pausing backend
2022-07-09 17:24:15,724 INFO    MainThread:412 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-07-09 17:24:15,727 INFO    MainThread:412 [wandb_init.py:_resume_backend():383] resuming backend
2022-07-09 17:25:28,629 INFO    MainThread:412 [wandb_init.py:_pause_backend():374] pausing backend
2022-07-09 17:25:28,630 INFO    MainThread:412 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-07-09 17:25:28,634 INFO    MainThread:412 [wandb_init.py:_resume_backend():383] resuming backend
2022-07-09 17:25:28,635 INFO    MainThread:412 [wandb_init.py:_pause_backend():374] pausing backend
2022-07-09 17:25:28,635 INFO    MainThread:412 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-07-09 17:25:28,639 INFO    MainThread:412 [wandb_init.py:_resume_backend():383] resuming backend
2022-07-09 17:25:28,640 INFO    MainThread:412 [wandb_init.py:_pause_backend():374] pausing backend
2022-07-09 17:25:28,640 INFO    MainThread:412 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-07-09 17:25:28,643 INFO    MainThread:412 [wandb_init.py:_resume_backend():383] resuming backend
2022-07-09 17:25:28,645 INFO    MainThread:412 [wandb_init.py:_pause_backend():374] pausing backend
2022-07-09 17:25:28,645 INFO    MainThread:412 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-07-09 17:25:28,648 INFO    MainThread:412 [wandb_init.py:_resume_backend():383] resuming backend
2022-07-09 17:25:28,842 INFO    MainThread:412 [wandb_init.py:_pause_backend():374] pausing backend
2022-07-09 17:25:28,842 INFO    MainThread:412 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-07-09 17:25:28,846 INFO    MainThread:412 [wandb_init.py:_resume_backend():383] resuming backend
2022-07-09 17:25:28,847 INFO    MainThread:412 [wandb_init.py:_pause_backend():374] pausing backend
2022-07-09 17:25:28,847 INFO    MainThread:412 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-07-09 17:25:28,851 INFO    MainThread:412 [wandb_init.py:_resume_backend():383] resuming backend
2022-07-09 17:25:28,858 INFO    MainThread:412 [wandb_init.py:_pause_backend():374] pausing backend
2022-07-09 17:25:28,858 INFO    MainThread:412 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-07-09 17:25:28,862 INFO    MainThread:412 [wandb_init.py:_resume_backend():383] resuming backend
2022-07-09 17:25:30,815 INFO    MainThread:412 [wandb_init.py:_pause_backend():374] pausing backend
2022-07-09 17:25:30,815 INFO    MainThread:412 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-07-09 17:25:30,819 INFO    MainThread:412 [wandb_init.py:_resume_backend():383] resuming backend
